Company Name,Website,Email,Phone,Details
Baillie Gifford ventures ,https://www.bailliegifford.com/,LatAmClientService@bailliegifford.com,-8725914361,"Company: Investment Managers | Baillie Gifford | Website: https://www.bailliegifford.com/ | Email: LatAmClientService@bailliegifford.comMiddle | About: About Us | Baillie GiffordGlobalAll usersChangeContact usWe detected you are in a location which is outside our licensed jurisdictions. Select a user type to view our Global website. If you confirm these details are correct, we'll save this information.The details you select will be saved for 90 day... | Mission: Mission statement not found | Vision: aries shaping the future. | Products: Help and supportAnswering your questions, providing information on regulatory disclosures, avoiding fraud and accessibility tips. Learn about Baillie GiffordStrategiesInsightsAbout usCareersActual investorsPhilanthropyMedia hub"
Uber ventures ,https://www.uber.com/,info@uber.com,-9034399308,"Company: Earn Money by Driving or Get a Ride Now | Uber India | Website: https://www.uber.com/ | About: About Us | Uber Please enable JavascriptPlease enable JavascriptSkip to main content UberRide DriveBusinessAboutAbout usOur offeringsHow Uber worksSustainabilityNewsroomInvestor relationsAutonomousBlogCareersMoreNo resultsENHelpLog inSign upRideDrive & deliverUber EatsBusinessUberLog inSign upRideDr... | Mission: platform by 2040, with 100% of rides taking place in zero-emission vehicles, on public transit, or with micromobility. | Vision: Vision statement not found | Products: Uber Apps, Products, and Offerings | Uber Please enable JavascriptPlease enable JavascriptSkip to main content UberRide DriveBusinessAboutAbout usOur offeringsHow Uber worksSustainabilityNewsroomInvestor relationsAutonomousBlogCareersMoreNo resultsEN... | Services: Corporate Travel, Food, & Delivery Services | Uber for Business Please enable JavascriptPlease enable JavascriptSkip to main content OverviewAbout usThe platformGet the best of Uber, for business—including improved cost controls and compliance.Expens... | Leadership: Fleet Management Tools to Maximize Earning Potential | Uber Please enable JavascriptPlease enable JavascriptSkip to main content UberRide DriveBusinessAboutAbout usOur offeringsHow Uber worksSustainab... | Team: Fleet Management Tools to Maximize Earning Potential | Uber Please enable JavascriptPlease enable JavascriptSkip to main content UberRide DriveBusinessAboutAbout usOur offeringsHow Uber worksSustainab..."
Janus Henderson ventures ,https://www.janushenderson.com/,JanusHenderson-MEACA@janushenderson.com,+44 (0)20 7818 18,"Company: Documents - Janus Henderson Investors - Rest of the world | Website: https://www.janushenderson.com/ | Email: JanusHenderson-MEACA@janushenderson.com | Phone: 2 | Address: 10 Norwich Street, London, United Kingdom | About: Please ensure Javascript is enabled for purposes of website accessibility Who we are - Janus Henderson Investors - Rest of the world Skip to content Rest of the world Change Contact Us Janus Henderson InvestorsThis is the logo of Janus Henderson Investors. MENUMENUPricingDocuments EU SFDR Disclosure... | Mission: Mission statement not found | Vision: Vision statement not found | Leadership: Please ensure Javascript is enabled for purposes of website accessibility Helping over 60 million people - Janus Henderson Investors - Rest of the world Skip to content Rest of the world Change Contac... | Team: Please ensure Javascript is enabled for purposes of website accessibility Helping over 60 million people - Janus Henderson Investors - Rest of the world Skip to content Rest of the world Change Contac..."
Gtripe ventures,https://www.stripe.com/,sales@stripe.com,-9953923643,Company: Stripe | Financial Infrastructure to Grow Your Revenue | Website: https://www.stripe.com/ | Email: sales@stripe.com | About: Stripe Atlas | Incorporate your start-up in Delaware: C corp or LLC Stripe logo Products Solutions Developers Resources Pricing Contact sales Open mobile navigation Stripe logo Back Close mobile navigation Products Solutions Developers Resources Contact sales Pricing Global payments Payments Payment... | Mission: Mission statement not found | Vision: Vision statement not found | Products: Get started Payments Revenue Platforms and marketplaces Money management Developer resources Get started Get started Payments Payments Revenue Revenue Platforms and marketplaces Platforms and marketplaces Money management Money management Developer r... | Services: Products Solutions Developers Resources Contact sales Pricing Global payments Payments Payments Online payments Payment Links No-code payments Checkout Pre-built payment form Elements Flexible UI components Terminal Terminal In-person payments Radar ... | Leadership: Stripe Billing | Recurring Payments & Subscription Solutions Stripe logo Products Solutions Developers Resources Pricing Contact sales Sign up Open mobile navigation Stripe logo Back Close mobile navi... | Team: Stripe Billing | Recurring Payments & Subscription Solutions Stripe logo Products Solutions Developers Resources Pricing Contact sales Sign up Open mobile navigation Stripe logo Back Close mobile navi... | Clients: Products Solutions Developers Resources Contact sales Pricing Global payments Payments Payments Online payments Payment Links No-code payments Checkout Pre-built payment form Elements Flexible UI comp... | Awards: Stripe Revenue Recognition | Accrual Accounting Software Stripe logo Products Solutions Developers Resources Pricing Contact sales Open mobile navigation Stripe logo Back Close mobile navigation Produ... | Certifications: Work with a Stripe Partner | Stripe Partner Ecosystem Stripe logo Products Solutions Developers Resources Pricing Contact sales Sign up Open mobile navigation Stripe logo Back Close mobile navigation ...
Cazenove ventures,https://www.cazenove.com/,global.audit.confirmations@jpmchase.com,+44 (0)20 7742 40,Company: J.P. Morgan Cazenove | Website: https://www.cazenove.com/ | Phone: +44 (0)20 7742 40 | About: J.P. Morgan Cazenove Skip to main content Solutions Who We Serve Insights About Us Menu Solutions Who We Serve Insights About Us Careers News Contact Us Login Global Asia Pacific Europe Latin America Middle East & Africa North America Global Back to all regions Australia & New Zealand Bangladesh Mai... | Mission: Mission statement not found | Vision: Vision statement not found | Products: Solutions Who We Serve Insights About Us Menu Solutions Who We Serve Insights About Us Careers News Contact Us Login Global Asia Pacific Europe Latin America Middle East & Africa North America Global Back to all regions Australia & New Zealand Bangla... | Services: Solutions Who We Serve Insights About Us Menu Solutions Who We Serve Insights About Us Careers News Contact Us Login Global Asia Pacific Europe Latin America Middle East & Africa North America Global Back to all regions Australia & New Zealand Bangla... | Leadership: Institutional Investor Home | J.P. Morgan Asset Management Skip to main content Log in Log in Hello Accounts & Documents Digital servicing offering for active investors My Collections View saved conte... | Team: Institutional Investor Home | J.P. Morgan Asset Management Skip to main content Log in Log in Hello Accounts & Documents Digital servicing offering for active investors My Collections View saved conte...
Morgan Stanley ventures ,https://www.morganstanley.com/,contact@morganstanley.com,"7275232
63766

3","Company: Morgan Stanley | Global Leader in Financial Services | Website: https://www.morganstanley.com/ | Email: prospectus@morganstanley.com | Phone: 1 (888) 454-3965 | About: Investor Relations | Morgan Stanley Investor Relations Media Relations Client Login Client Login Morgan Stanley Online Morgan Stanley at Work Research Portal Matrix Morgan Stanley Online Morgan Stanley at Work Research Portal Matrix Our Insights Our Insights Personal Finance Market Trends Technology... | Mission: Mission statement not found | Vision: Vision statement not found | Products: Account Types Expand Account Types keyboard_arrow_down Overview Brokerage Retirement Core Portfolios Managed Portfolios Small Business Bank Investment Choices Expand Investment Choices keyboard_arrow_down Overview Stocks Options Mutual Funds ETFs Fut... | Services: What We Do At Morgan Stanley, we advise, originate, trade, manage and distribute capital for people, governments and institutions, always with a standard of excellence and guided by our core values. At Morgan Stanley, we advise, originate, trade, man... | Leadership: Wealth Management | Morgan Stanley Investor Relations Media Relations Client Login Client Login Morgan Stanley Online Morgan Stanley at Work Research Portal Matrix Morgan Stanley Online Morgan Stanley... | Team: Wealth Management | Morgan Stanley Investor Relations Media Relations Client Login Client Login Morgan Stanley Online Morgan Stanley at Work Research Portal Matrix Morgan Stanley Online Morgan Stanley..."
Standard chartered ventures ,https://www.sc.com/,askhr@sc.com,+44 (0)20 7885 8888,Company: Standard Chartered Bank | Website: https://www.sc.com/
Barclays ventures ,https://www.barclays.com/,admin@barclays.com,4456149-,"Company: Barclays Group corporate website | Barclays | Website: https://www.barclays.com/ | Address: insights












Who We Are













Back











Who We Are





Our Strategy





Our three-year plan




Progress Update 2024




Our five business area | About: Barclays Corporate strategy | Barclays Barclays uses cookies on this website. Some cookies are essential to provide our services to you. Other cookies help us to analyse how you use the site, so we can improve your experience on our site. Cookies are stored locally on your computer or mobile device.... | Mission: Mission statement not found | Vision: s, we are working together for a better financial future for our customers, clients and communities. | Leadership: Barclays Leadership | The Board | Barclays Barclays uses cookies on this website. Some cookies are essential to provide our services to you. Other cookies help us to analyse how you use the site, so w... | Team: Barclays Leadership | The Board | Barclays Barclays uses cookies on this website. Some cookies are essential to provide our services to you. Other cookies help us to analyse how you use the site, so w... | Clients: Barclays Home Contact Us Online Banking Search Menu News Back News News and Media Setting the record straight on Barclays' links to the defence sector News & Press Releases Investor News Barclays Cons..."
Deutsche bank ventures,https://www.db.com/,deutsche.bank@db.com?Subject=Message%20to%20Deutsche%20Bank,-7637941470,"Company: Deutsche Bank | Website: https://www.db.com/ | Email: deutsche.bank@db.com | Phone: 28 | About: Global network Skip to main content open navigation close Navigation Home Skip main navigation Deutsche Bank Corporates/Institutions Private Clients Client logins Locations Home Global network Unparalleled financial services with 1,220 branches worldwide* * as of June 30, 2025 Against a backdrop of ... | Mission: Mission statement not found | Vision: Vision statement not found | Products: Skip to main content open navigation close Navigation Media Careers Investor Relations Research Responsibility Contact Home Skip main navigation Deutsche Bank Corporates/Institutions Private Clients Locations Client logins Home What we do Products an... | Services: Skip to main content open navigation close Navigation Media Careers Investor Relations Research Responsibility Contact Home Skip main navigation Deutsche Bank Corporates/Institutions Private Clients Locations Client logins Home What we do Products an... | Leadership: Conscious Consumption Skip to main content open navigation close Navigation Media Careers Investor Relations Research Responsibility Contact Home Skip main navigation Deutsche Bank Corporates/Institut... | Team: Conscious Consumption Skip to main content open navigation close Navigation Media Careers Investor Relations Research Responsibility Contact Home Skip main navigation Deutsche Bank Corporates/Institut... | Clients: Skip to main content open navigation close Navigation Media Careers Investor Relations Research Responsibility Contact Home Skip main navigation Deutsche Bank Corporates/Institutions Private Clients L... | Awards: News Skip to main content open navigation close Navigation Media Careers Investor Relations Research Responsibility Contact Home Skip main navigation Deutsche Bank Corporates/Institutions Private Clie..."
Wells Fargo ventures,https://www.wellsfargo.com/,support@wellsfargo.com,9282026-7798034,"Company: Wells Fargo Bank | Financial Services & Online Banking | Website: https://www.wellsfargo.com/ | Phone: 9282026-7798034 | About: About Wells Fargo Skip to main content ATMs/Locations Help Español Sign On MENU Esta página solo está disponible en inglés Selecione Cancele para permanecer en esta página o Continúe para ver nuestra página principal en español. CanceleContinúe How can we help? ‍ Find a location ‍ City, State or ZIP... | Mission: Mission statement not found | Vision: Vision statement not found | Products: Wells Fargo - Application | Services: ATMs/Locations Help Español Sign On MENU Esta página solo está disponible en inglés Selecione Cancele para permanecer en esta página o Continúe para ver nuestra página principal en español. CanceleContinúe How can we help? ‍ Find a location ‍ City, S... | Leadership: Investing and Wealth Management Services | Wells Fargo Skip to main content Begin region ‍ Alert: We’re here to help customers experiencing financial hardship resulting from the federal government shu... | Team: Investing and Wealth Management Services | Wells Fargo Skip to main content Begin region ‍ Alert: We’re here to help customers experiencing financial hardship resulting from the federal government shu... | Clients: ATMs/Locations Help Español Sign On MENU Esta página solo está disponible en inglés Selecione Cancele para permanecer en esta página o Continúe para ver nuestra página principal en español. CanceleCon..."
Hermes ventures ,https://www.hermes-investment.com/,marketing@hermes-investment.com,4.42E+11,"Company: Homepage | Federated Hermes Limited | Website: https://www.hermes-investment.com/ | Address: – Sixth Floor, 150 Cheapside, London EC2V 6ET. | About: Homepage | Federated Hermes Limited Skip To Main Content Sustainability. We mean it. United Kingdom English Intermediary United Kingdom English Intermediary More investment solutions for US investors Subscription centre › Media › Contact us › Subscription centre › Media › Contact us › About us About... | Mission: Mission statement not found | Vision: Vision statement not found"
Liontrust Ventures ,https://www.liontrust.co.uk/,1700info@liontrust.co.ukContact,20 7412 1700,"Company: Liontrust Asset Management PLC: Fund Management Company | Website: https://www.liontrust.co.uk/ | Email: 1700info@liontrust.co.ukContact | Phone: +44 (0)20 7412 17 | About: About Us | Liontrust Asset Management PLC‌About usOur purpose is to help clients enjoy a better financial future through the power of active management and distinct investment processes. Board of DirectorsPeople, planet & societyCommunity engagementAbout LiontrustLiontrust is a specialist active ass... | Mission: Mission statement not found | Vision: Vision statement not found | Products: %PDF-1.7 %���� 1 0 obj <>/Metadata 728 0 R/ViewerPreferences 729 0 R>> endobj 2 0 obj <> endobj 3 0 obj <> endobj 4 0 obj <>/ExtGState<>/XObject<>/ProcSet[/PDF/Text/ImageB/ImageC/ImageI] >>/MediaBox[ 0 0 595.32 841.92] /Contents 5 0 R/Group<>/Tabs/S/... | Leadership: Google Maps When you have eliminated the JavaScript, whatever remains must be an empty page. Enable JavaScript to see Google Maps. | Team: Google Maps When you have eliminated the JavaScript, whatever remains must be an empty page. Enable JavaScript to see Google Maps."
Square ventures,https://www.square.com/,info@square.com,1 (800) 470-1673,Company: Power your entire business | Square | Website: https://www.square.com/ | Phone: 1 (855) 700-6000 | About: Powering businesses the world over | Mission: Mission statement not found | Vision: Vision statement not found | Products: SQUARE FOR SPASScheduling made serene.Confidently create the perfect spa day for every client with spa software by Square Appointments.Get startedContact sales SQUARE FOR SPASScheduling made serene.Confidently create the perfect spa day for every cli... | Services: Food & Beverage Discover Overview Switch to Square Coffee shops Quick service Full service Bars & breweries Food trucks Catering Bakeries Capabilities Take payments Manage orders from one place Keep customers coming back Scale your business Schedule ... | Leadership: Capabilities | Square for Restaurants Skip to Content Square Business types Food & Beverage Discover Overview Switch to Square Coffee shops Quick service Full service Bars & breweries Food trucks Cate... | Team: Capabilities | Square for Restaurants Skip to Content Square Business types Food & Beverage Discover Overview Switch to Square Coffee shops Quick service Full service Bars & breweries Food trucks Cate... | Clients: Food & Beverage Discover Overview Switch to Square Coffee shops Quick service Full service Bars & breweries Food trucks Catering Bakeries Capabilities Take payments Manage orders from one place Keep c... | Awards: Declaration of Conformity JavaScript is required for full functionality of this site. Learn how to enable JavaScript in your web browser GeneralHardware Compliance Certifications This document require... | Certifications: Declaration of Conformity JavaScript is required for full functionality of this site. Learn how to enable JavaScript in your web browser GeneralHardware Compliance Certifications This document require...
,,,,
,,,,
,,,,
,,,,
,,,,
